,id,age,ova,pot,value,release clause,total stats,base stats
7918,230443,20,70,70,1800000,3400000,1797,386
7919,230445,20,73,73,4500000,8600000,1858,382
7920,230446,20,73,73,400000,7600000,1814,389
7921,230447,28,66,66,575000,1100000,1608,330
7922,230449,28,74,74,600000,10800000,1706,341
7923,230454,20,70,70,200000,3600000,1730,381
7924,230456,32,73,73,3100000,5900000,1800,399
7925,230457,28,76,76,700000,13300000,1974,412
7926,230459,20,70,70,200000,3800000,1729,359
7927,230460,20,78,78,11500000,20700000,1883,403
7928,230461,20,72,72,3500000,6700000,1810,376
7929,230462,24,73,73,4400000,8400000,1788,382
7930,230463,32,76,76,600000,11400000,1894,397
7931,230465,28,74,74,5500000,10500000,1764,373
7932,230466,24,72,72,3400000,6500000,1781,349
7933,230468,24,74,74,600000,11400000,1847,388
7934,230475,28,76,76,800000,15200000,1842,386
7935,230477,28,72,72,3100000,5600000,1824,401
7936,230478,20,71,71,2600000,4900000,1772,368
7937,230480,20,71,71,2600000,4900000,1690,357
7938,230481,28,83,83,2600000,49400000,2098,439
7939,230484,24,71,71,2600000,4900000,1768,361
7940,230489,20,69,69,1200000,2300000,1704,360
7941,230495,28,72,72,3200000,6100000,1702,350
7942,230498,20,79,79,14500000,27600000,1907,400
7943,230503,28,72,72,3200000,6100000,1726,355
7944,230506,24,69,72,1400000,2800000,1675,349
7945,230507,28,74,74,600000,11400000,1878,396
7946,230512,24,64,64,500000,950000,1610,337
7947,230513,24,71,71,2700000,5100000,1792,374
7948,230515,28,69,69,1100000,2100000,1701,347
7949,230516,20,71,71,2700000,5100000,1548,326
7950,230520,19,70,70,1900000,3600000,1669,346
7951,230521,31,72,72,2800000,5300000,1729,366
7952,230522,20,70,70,200000,3800000,1770,373
7953,230523,32,64,64,350000,665000,1647,333
7954,230524,28,75,75,700000,13300000,1745,371
7955,230528,20,75,75,6500000,12400000,1717,363
7956,230532,28,63,63,375000,619000,1659,360
7957,230557,23,66,74,950000,1900000,1661,364
7958,230558,26,60,60,220000,396000,1513,317
7959,230560,28,72,72,2700000,4700000,1908,428
7960,230561,22,64,71,625000,1400000,1763,400
7961,230564,25,73,78,5500000,9800000,1963,412
7962,230568,22,65,71,750000,1500000,1542,335
7963,230572,23,61,69,275000,481000,1004,333
7964,230578,23,72,77,3700000,800000,1626,350
7965,230583,23,62,68,400000,660000,1585,338
7966,230598,23,69,77,1500000,3500000,1891,414
7967,230601,23,65,71,750000,1700000,1657,359
7968,230607,25,63,66,475000,724000,1716,369
7969,230613,22,75,81,8500000,19600000,1880,404
7970,230621,21,85,92,41500000,78900000,1330,468
7971,230623,26,67,69,925000,1400000,1472,308
7972,230624,27,69,70,1200000,2500000,1568,334
7973,230625,25,76,80,8500000,18500000,1899,412
7974,230638,25,66,69,800000,1100000,1651,365
7975,230653,23,61,69,275000,578000,1044,339
7976,230654,23,69,75,1300000,300000,1792,385
7977,230658,23,84,89,4100000,70700000,2163,454
7978,230665,27,74,74,600000,12600000,1859,394
7979,230666,23,83,87,34500000,66400000,2070,439
7980,230672,23,71,79,3200000,6100000,1564,342
7981,230674,22,65,75,675000,1400000,1154,377
7982,230677,23,60,65,250000,456000,1371,301
7983,230681,22,72,80,4100000,8200000,1812,403
7984,230685,27,74,75,6500000,12800000,1980,414
7985,230686,22,70,78,2600000,5500000,1912,406
7986,230687,24,67,74,1100000,1800000,1611,347
7987,230690,24,62,68,425000,701000,1627,345
7988,230691,25,57,62,120000,183000,1422,305
7989,230697,23,60,66,275000,536000,1699,360
7990,230708,23,72,79,3900000,8200000,1489,325
7991,230717,24,74,80,800000,16800000,1899,408
7992,230727,23,77,82,900000,18700000,1245,433
7993,230730,20,57,69,170000,332000,1433,306
7994,230740,18,65,84,1100000,2600000,1522,324
7995,230762,24,59,66,190000,352000,1523,333
7996,230767,22,78,85,14500000,30500000,2164,460
7997,230768,22,66,73,900000,1700000,1588,338
7998,230771,20,55,69,170000,404000,1495,320
7999,230774,21,70,79,2500000,5300000,1512,334
8000,230776,26,70,73,200000,2800000,1489,327
8001,230787,21,65,75,700000,1100000,1136,366
8002,230789,22,67,75,1100000,2600000,1713,361
8003,230794,24,68,71,1100000,1800000,1673,355
8004,230800,23,69,78,1600000,3600000,1664,356
8005,230801,26,63,68,450000,776000,1647,358
8006,230805,24,64,71,650000,1400000,1551,334
8007,230807,22,68,78,1300000,2700000,1631,360
8008,230809,23,66,72,775000,1500000,1694,370
8009,230812,22,63,69,500000,100000,1744,370
8010,230815,22,60,68,275000,564000,1398,311
8011,230817,23,69,76,1500000,2700000,1784,377
8012,230819,22,63,71,550000,1100000,1523,333
8013,230827,19,63,73,575000,1100000,1511,340
8014,230829,23,73,80,500000,9500000,1784,396
8015,230834,24,66,73,825000,1600000,1565,338
8016,230835,22,68,77,1400000,3100000,1643,376
8017,230836,22,63,72,500000,750000,1612,352
8018,230839,22,62,70,400000,780000,1558,345
8019,230846,23,61,69,375000,731000,1734,375
8020,230847,22,61,72,425000,829000,1564,338
8021,230850,27,74,75,6500000,10200000,1992,419
8022,230855,26,68,71,100000,1600000,1512,330
8023,230857,29,73,73,400000,7600000,1779,378
8024,230860,23,67,75,1100000,2500000,1912,409
8025,230864,22,64,73,700000,1400000,1583,356
8026,230865,27,62,65,325000,496000,1561,339
8027,230869,23,80,86,15500000,35700000,1217,436
8028,230872,20,67,78,1100000,2400000,1271,386
8029,230875,19,58,66,160000,384000,1488,313
8030,230876,23,59,68,240000,468000,1611,354
8031,230877,23,63,70,400000,920000,1112,345
8032,230882,23,66,75,900000,1900000,1541,334
8033,230888,21,65,72,750000,1100000,1785,384
8034,230893,23,61,71,325000,634000,979,348
8035,230895,23,60,69,325000,569000,1495,328
8036,230897,23,62,69,425000,829000,1636,364
8037,230899,22,74,83,8500000,16200000,1808,388
8038,230912,23,69,78,1600000,3200000,1760,386
8039,230919,22,62,68,375000,731000,1546,339
8040,230938,23,77,82,11500000,20400000,2133,455
8041,230942,22,61,73,425000,871000,1444,326
8042,230950,22,57,65,150000,293000,1546,343
8043,230963,25,67,72,100000,1400000,1717,361
8044,230965,24,77,83,1200000,22800000,2078,451
8045,230967,26,76,77,900000,1600000,1927,412
8046,230969,26,70,71,2100000,3300000,1839,398
8047,230972,23,73,78,5500000,12500000,1782,373
8048,230975,23,73,79,5500000,8800000,1789,398
8049,230977,26,78,79,1200000,23700000,1990,428
8050,230982,28,64,64,475000,641000,1613,347
8051,230984,26,68,69,100000,1500000,1794,376
8052,230991,29,67,67,750000,1100000,1767,374
8053,230995,24,69,75,1300000,2900000,1792,393
8054,231002,24,72,75,3500000,6600000,1649,369
8055,231005,23,66,74,950000,1900000,1692,378
8056,231006,23,57,66,160000,280000,1597,340
8057,231007,26,73,75,4800000,10900000,1959,413
8058,231012,28,73,73,400000,8800000,1666,358
8059,231022,26,68,71,100000,2300000,1733,367
8060,231026,21,58,70,210000,410000,1407,311
8061,231027,29,67,67,750000,1100000,1738,357
8062,231031,24,58,62,170000,344000,1439,308
8063,231044,23,71,78,3300000,6600000,1909,417
8064,231056,28,71,73,2100000,2800000,1222,392
8065,231070,27,75,76,6500000,10200000,1998,414
8066,231073,24,68,76,100000,1900000,1115,382
8067,231077,27,73,73,3600000,7900000,2036,432
8068,231089,22,69,78,1600000,3500000,1743,377
8069,231094,27,69,69,1100000,2400000,1767,383
8070,231098,28,72,72,2700000,5400000,1740,378
8071,231101,22,62,70,400000,580000,1647,365
8072,231102,22,76,83,1100000,24200000,2001,422
8073,231107,22,65,77,875000,1700000,1508,337
8074,231108,22,73,84,600000,10200000,1836,394
8075,231109,24,65,74,775000,1600000,1694,363
8076,231110,25,69,74,1300000,2300000,1461,325
8077,231111,26,72,75,3400000,6400000,1624,365
8078,231113,24,75,80,900000,15100000,1785,392
8079,231120,29,63,63,300000,510000,1583,345
8080,231122,20,56,68,160000,232000,1353,292
8081,231123,26,66,69,725000,1200000,1622,350
8082,231131,21,58,66,190000,323000,1577,344
8083,231134,21,62,73,525000,998000,1568,334
8084,231137,23,65,71,750000,1200000,1612,358
8085,231138,24,73,76,500000,8100000,1897,408
8086,231139,22,63,72,525000,100000,1550,335
8087,231144,22,63,67,425000,776000,1351,296
8088,231145,23,64,70,625000,1200000,1719,370
8089,231150,26,73,76,4900000,7700000,1937,422
8090,231179,26,59,60,160000,276000,1436,311
8091,231184,23,67,74,1100000,1900000,1597,336
8092,231196,34,60,60,90000,194000,1027,324
8093,231197,25,64,67,575000,1100000,1713,361
8094,231207,22,73,81,5500000,9400000,1629,362
8095,231212,25,66,72,800000,1400000,1784,371
8096,231219,24,67,75,100000,2400000,1702,365
8097,231227,22,74,80,700000,11900000,1891,410
8098,231228,21,60,69,325000,553000,1604,337
8099,231231,24,68,71,1100000,200000,1680,366
8100,231235,22,75,79,7500000,14100000,1879,403
8101,231236,23,74,80,7500000,16500000,1911,397
8102,231237,22,65,74,650000,943000,1068,347
8103,231240,22,72,79,4400000,10100000,1723,366
8104,231242,23,74,78,7500000,13300000,1907,408
8105,231244,24,65,70,550000,976000,1037,354
8106,231247,23,74,81,700000,12600000,2022,437
8107,231258,23,65,73,625000,1100000,948,348
8108,231263,23,72,78,3800000,800000,1671,360
8109,231267,21,59,71,275000,536000,1531,328
8110,231270,24,61,66,300000,548000,1487,324
8111,231280,25,74,77,700000,15900000,1830,397
8112,231281,21,87,92,6000000,115500000,2220,464
8113,231284,23,62,70,400000,780000,1394,305
8114,231292,22,74,84,800000,16800000,1822,399
8115,231301,24,69,76,1300000,3100000,1661,358
8116,231303,27,64,67,500000,813000,1386,312
8117,231307,22,67,76,1100000,2200000,1739,386
8118,231318,22,73,79,4900000,10800000,1982,417
8119,231319,21,62,69,350000,713000,1722,361
8120,231320,22,62,72,450000,788000,1535,321
8121,231322,22,64,71,625000,1100000,1549,336
8122,231335,26,64,67,500000,1100000,1578,340
8123,231340,23,78,85,1300000,20800000,1991,431
8124,231342,26,61,64,275000,364000,1425,313
8125,231344,23,68,75,1300000,2900000,1636,359
8126,231351,23,68,75,950000,1500000,1050,363
8127,231352,22,78,85,1500000,31500000,1771,384
8128,231353,22,67,74,1100000,200000,1592,350
8129,231355,23,75,84,900000,16200000,1951,423
8130,231356,23,68,74,1100000,1600000,1811,401
8131,231360,24,71,78,3300000,5400000,1875,398
8132,231361,23,76,80,900000,19600000,1708,371
8133,231366,23,72,77,3700000,6900000,1576,340
8134,231387,21,58,70,230000,334000,1393,319
8135,231390,23,75,82,9500000,20900000,1912,407
8136,231392,23,65,70,650000,1500000,1616,350
8137,231394,23,69,74,1400000,300000,1932,415
8138,231396,21,58,68,190000,333000,1369,302
8139,231402,22,65,74,750000,1600000,1818,378
8140,231403,21,60,70,325000,634000,1741,366
8141,231406,22,68,75,1300000,2900000,1698,364
8142,231408,21,67,76,1200000,2500000,1597,358
8143,231411,21,63,73,550000,1100000,1540,332
8144,231413,23,69,76,1100000,2300000,920,363
8145,231414,24,75,78,8500000,18500000,1882,406
8146,231416,22,77,83,1200000,22800000,1839,398
8147,231423,23,71,77,2900000,4900000,1918,405
8148,231424,26,65,67,650000,1100000,1732,366
8149,231428,25,68,73,1200000,200000,1894,400
8150,231433,24,71,75,3100000,7100000,1744,371
8151,231434,23,62,69,425000,850000,1722,361
8152,231436,22,73,84,700000,15400000,1657,368
8153,231438,20,56,66,130000,273000,1205,268
8154,231442,22,67,75,1100000,2300000,1664,367
8155,231443,23,83,89,35500000,79900000,1989,425
8156,231445,21,72,81,4800000,10100000,1887,416
8157,231447,21,78,85,1500000,2400000,1901,413
8158,231448,20,72,82,500000,10500000,1748,379
8159,231472,24,66,73,825000,1600000,1555,344
8160,231474,24,65,73,625000,1400000,970,341
8161,231478,22,84,91,44500000,82300000,2115,451
8162,231485,22,73,81,5500000,11600000,1798,392
8163,231488,28,63,63,375000,506000,1718,375
8164,231498,27,63,66,400000,530000,1489,327
8165,231500,26,68,70,950000,1300000,1741,371
8166,231503,22,63,70,525000,866000,1493,337
8167,231505,26,58,61,160000,212000,1645,348
8168,231507,26,72,75,3400000,500000,1755,384
8169,231510,24,59,64,190000,252000,1265,269
8170,231512,21,69,80,1600000,3400000,1699,377
8171,231520,20,61,71,375000,600000,1456,316
8172,231521,21,77,86,13500000,25700000,2064,444
8173,231524,24,72,79,4300000,7300000,1973,416
8174,231525,21,65,75,750000,1300000,1655,345
8175,231526,22,63,72,575000,100000,1581,347
8176,231527,23,66,74,850000,1700000,1634,353
8177,231530,25,70,73,2200000,3700000,1773,381
8178,231535,23,64,70,550000,1100000,1677,362
8179,231538,24,69,75,1300000,2200000,1679,364
8180,231540,22,64,74,675000,1400000,1451,316
8181,231545,25,74,79,5500000,1200000,1061,404
8182,231554,22,73,81,5500000,11600000,1813,395
8183,231571,25,73,76,500000,11400000,1703,376
8184,231575,24,65,71,750000,1800000,1592,337
8185,231580,21,60,71,350000,630000,1605,342
8186,231587,24,68,74,1100000,1900000,1783,379
8187,231588,23,72,79,3900000,700000,1668,367
8188,231590,21,58,69,200000,390000,1378,301
8189,231591,25,72,77,3600000,8200000,1881,398
8190,231600,24,73,78,4700000,8800000,1782,388
8191,231601,26,69,71,1300000,200000,1701,358
8192,231606,21,61,68,350000,630000,1462,316
8193,231607,22,63,71,550000,1100000,1639,353
8194,231612,24,73,77,5500000,10900000,1940,402
8195,231613,23,60,66,300000,585000,1482,331
8196,231614,22,66,74,950000,1700000,1683,372
8197,231615,22,61,70,350000,683000,1653,362
8198,231616,22,65,72,775000,1100000,1547,336
8199,231617,20,60,72,350000,683000,1514,330
8200,231624,28,68,68,925000,1500000,1665,360
8201,231633,23,77,84,11500000,24200000,1682,367
8202,231644,24,57,61,140000,256000,1381,310
8203,231650,22,64,77,800000,1700000,1497,325
8204,231652,23,66,73,925000,200000,1574,344
8205,231663,22,62,73,525000,100000,1632,349
8206,231673,21,58,71,240000,606000,1519,327
8207,231677,22,85,91,5300000,111300000,2149,461
8208,231678,23,60,64,240000,318000,1349,309
8209,231681,21,60,72,300000,615000,951,333
8210,231697,18,58,71,200000,425000,1422,312
8211,231711,24,65,72,675000,100000,1367,292
8212,231713,23,66,73,900000,1400000,1619,348
8213,231720,22,64,72,500000,975000,904,349
8214,231726,23,67,73,1100000,1700000,1802,382
8215,231728,31,67,67,675000,911000,1794,375
8216,231733,24,71,77,3200000,5600000,1749,371
8217,231743,22,68,77,1400000,2900000,1671,364
8218,231745,22,72,79,4400000,7500000,1798,390
8219,231747,21,90,95,105500000,203100000,2147,466
8220,231753,22,67,76,1200000,2400000,1781,381
8221,231777,21,75,83,1000000,2200000,1862,392
8222,231786,26,76,79,9500000,19700000,1779,379
8223,231815,23,67,75,100000,1900000,1714,371
8224,231826,21,75,82,9500000,1900000,1797,387
8225,231827,24,60,66,275000,536000,1651,358
8226,231828,27,67,69,800000,1100000,1386,302
8227,231835,25,69,72,1300000,200000,1616,346
8228,231836,21,70,79,2800000,4800000,1818,374
8229,231838,22,74,82,7500000,12800000,1769,383
8230,231840,21,63,71,550000,935000,1718,364
8231,231841,23,68,77,1100000,2100000,1004,371
8232,231842,21,64,71,625000,1400000,1762,368
8233,231848,23,68,76,1300000,2900000,1735,372
8234,231862,28,69,69,1100000,1500000,1723,374
8235,231863,21,65,75,875000,1800000,1691,356
8236,231864,20,74,81,800000,13200000,1729,375
8237,231866,24,85,88,4400000,84700000,2093,448
8238,231872,24,63,70,475000,926000,1523,328
8239,231873,21,65,75,875000,1600000,1533,329
8240,231874,23,70,78,2300000,4600000,1672,371
8241,231878,27,68,72,825000,1300000,1066,367
8242,231886,24,68,71,1100000,1700000,1834,401
8243,231887,23,76,81,10500000,20700000,1963,413
8244,231910,25,66,71,875000,1200000,1621,361
8245,231913,24,71,75,2800000,3900000,1971,414
8246,231914,22,60,72,300000,435000,958,326
8247,231917,24,63,70,450000,100000,1631,346
8248,231919,23,71,77,3200000,6400000,1799,375
8249,231926,22,64,74,650000,1300000,1746,384
8250,231929,21,60,67,300000,615000,1556,332
8251,231931,29,63,64,350000,779000,1268,263
8252,231936,22,75,84,9500000,2000000,1649,373
8253,231942,23,68,73,1200000,1600000,1852,390
8254,231943,23,81,88,25500000,53600000,2086,444
8255,231951,23,66,74,850000,1700000,1845,400
8256,231956,26,63,65,400000,650000,1667,363
8257,231965,23,66,73,925000,2200000,1617,347
8258,231969,27,79,80,1400000,24900000,2155,453
8259,231973,22,66,74,850000,1400000,1776,377
8260,231985,26,72,75,3400000,5200000,1867,392
8261,231987,26,63,64,375000,572000,1366,295
8262,232000,22,68,74,1200000,200000,1615,343
8263,232007,23,65,73,625000,969000,904,343
8264,232008,22,73,81,5500000,12700000,1889,404
8265,232009,23,59,65,190000,314000,1611,347
8266,232014,27,63,63,375000,544000,1655,365
8267,232049,24,67,72,850000,1300000,1741,374
8268,232053,22,62,71,475000,689000,1535,344
8269,232057,23,66,75,100000,1500000,1641,347
8270,232064,21,63,74,650000,1200000,1495,314
8271,232068,23,67,73,1100000,2300000,1631,362
8272,232070,29,62,62,300000,645000,1452,313
8273,232081,25,69,74,1200000,1900000,1835,395
8274,232085,23,62,70,450000,653000,1581,346
8275,232090,25,67,70,950000,1600000,1801,381
8276,232094,25,69,74,1400000,2200000,1639,361
8277,232097,23,77,83,1200000,22800000,1832,386
8278,232099,24,75,81,900000,18500000,2014,428
8279,232101,23,64,74,575000,1100000,1004,348
8280,232102,21,63,74,575000,1200000,1349,289
8281,232104,22,77,83,1200000,25200000,1908,417
8282,232106,21,60,71,325000,683000,1499,326
8283,232107,23,65,71,550000,100000,1022,352
8284,232110,22,62,72,375000,544000,926,333
8285,232117,24,67,73,925000,1900000,1626,363
8286,232119,24,80,85,1800000,35600000,1825,402
8287,232120,23,70,75,2400000,400000,1864,406
8288,232127,22,66,74,875000,1400000,1690,366
8289,232131,22,53,63,80000,168000,915,303
8290,232132,24,74,81,700000,16100000,1779,384
8291,232136,24,65,73,725000,1400000,1440,320
8292,232142,27,63,63,375000,506000,1594,343
8293,232144,22,75,81,800000,1600000,1653,364
8294,232145,25,72,73,3700000,6200000,1734,386
8295,232148,23,69,74,1400000,2200000,1779,381
8296,232156,23,68,74,1200000,2200000,1750,392
8297,232161,27,63,66,400000,530000,1695,363
8298,232162,25,68,71,100000,1300000,1729,381
8299,232166,26,67,67,825000,1200000,1764,374
8300,232171,25,64,67,575000,819000,1574,341
8301,232174,28,63,63,375000,656000,1675,355
8302,232177,29,66,66,650000,813000,1711,376
8303,232183,27,72,72,2800000,4200000,1745,381
8304,232185,22,64,72,600000,1200000,1705,372
8305,232188,22,59,67,230000,437000,1669,354
8306,232189,23,67,77,1100000,1700000,1512,334
8307,232192,23,70,81,2800000,4800000,1756,384
8308,232200,22,70,80,2900000,5600000,1694,365
8309,232203,22,62,72,500000,825000,1610,356
8310,232205,21,64,76,750000,1200000,1642,361
8311,232207,22,68,76,1300000,2900000,1598,346
8312,232209,29,69,69,1100000,1500000,1772,379
8313,232223,24,76,81,900000,17300000,2013,433
8314,232225,22,69,79,1700000,300000,1594,355
8315,232226,32,75,75,400000,8800000,1219,410
8316,232229,22,76,84,8500000,13600000,1197,425
8317,232230,25,71,74,2600000,4100000,1860,398
8318,232232,27,56,56,90000,113000,1519,322
8319,232238,29,73,73,400000,5400000,1615,356
8320,232243,22,68,74,1200000,2600000,1721,370
8321,232244,23,76,82,9500000,18100000,1849,389
8322,232250,23,67,75,100000,2100000,1718,364
8323,232251,23,54,62,100000,200000,1459,302
8324,232252,23,65,73,700000,1200000,1693,362
8325,232253,26,69,70,1200000,1600000,1691,366
8326,232255,26,72,73,3700000,5800000,1960,421
8327,232256,27,62,65,325000,528000,1607,348
8328,232270,22,73,81,5500000,11600000,1886,416
8329,232278,25,70,71,2100000,3300000,1704,371
8330,232284,21,66,79,100000,2500000,1086,367
8331,232293,21,79,87,1900000,36100000,1944,420
8332,232294,29,74,74,5500000,8300000,1959,409
8333,232296,23,69,76,1300000,300000,1738,376
8334,232308,27,67,67,800000,100000,1732,377
8335,232311,23,67,74,950000,1600000,1803,393
8336,232329,23,69,75,1500000,3300000,1637,348
8337,232330,21,64,76,700000,1600000,1528,314
8338,232332,28,64,65,450000,709000,1395,320
8339,232342,30,67,67,700000,945000,1765,377
8340,232358,27,70,73,1900000,2900000,1755,380
8341,232363,25,85,89,44500000,76800000,1813,403
8342,232372,28,65,65,475000,594000,1715,380
8343,232374,32,66,66,500000,625000,1826,383
8344,232377,25,67,69,925000,1200000,1630,352
8345,232381,23,76,81,10500000,20700000,1852,404
8346,232390,23,67,73,100000,1700000,1769,377
8347,232396,21,54,65,120000,246000,1473,307
8348,232397,33,68,68,400000,860000,1711,364
8349,232405,22,67,74,950000,1500000,1734,373
8350,232406,26,66,71,775000,1200000,1685,359
8351,232407,23,61,66,325000,431000,1669,372
8352,232411,22,80,86,20500000,3900000,2118,451
8353,232412,24,65,72,750000,1500000,1816,391
8354,232413,23,67,75,100000,2100000,1649,368
8355,232415,29,64,64,450000,563000,1675,353
8356,232426,25,67,69,925000,1200000,1678,348
8357,232431,26,69,72,1200000,1700000,1820,392
8358,232432,22,80,85,2000000,42500000,1915,407
8359,232437,25,73,76,4400000,6500000,1797,390
8360,232438,26,65,65,575000,100000,1635,358
8361,232439,24,66,72,775000,1900000,1780,380
8362,232440,22,68,77,1200000,2500000,1795,374
8363,232441,34,71,71,100000,1300000,1063,388
8364,232449,27,58,60,110000,146000,891,306
8365,232459,25,72,77,3700000,7300000,1735,370
8366,232461,26,68,71,100000,1300000,1572,346
8367,232462,30,69,69,100000,1300000,1803,381
8368,232467,29,68,68,850000,1100000,1888,394
8369,232474,22,60,67,300000,435000,1548,322
8370,232477,26,70,73,1900000,3400000,1812,394
8371,232479,23,66,71,875000,1200000,1691,366
8372,232487,27,75,76,700000,13100000,1899,410
8373,232488,22,73,80,500000,9500000,1593,338
8374,232490,22,62,69,425000,616000,1654,361
8375,232498,25,68,71,1100000,1800000,1773,379
8376,232499,30,67,67,625000,1300000,1687,368
8377,232504,25,65,70,625000,891000,1589,347
8378,232510,31,72,72,2300000,4900000,1856,396
8379,232511,30,71,71,1900000,2400000,1752,376
8380,232512,32,70,70,1400000,1800000,1767,377
8381,232513,28,66,66,650000,813000,1701,349
8382,232514,28,74,74,5500000,8300000,1897,396
8383,232517,30,72,72,2900000,4400000,1662,354
8384,232519,20,64,77,875000,2100000,1521,341
8385,232520,22,62,71,475000,926000,1624,355
8386,232521,25,62,69,375000,619000,1220,270
8387,232526,22,71,78,300000,5100000,1786,387
8388,232545,21,63,75,650000,1300000,1575,336
8389,232546,28,73,73,400000,600000,1844,394
8390,232559,23,62,69,425000,616000,1515,340
8391,232562,25,68,71,825000,1100000,1084,376
8392,232567,30,64,64,375000,469000,1393,292
8393,232568,34,64,64,170000,213000,1353,283
8394,232571,24,66,71,775000,100000,1451,319
8395,232580,22,78,85,1300000,27300000,1670,362
8396,232581,27,63,65,375000,497000,1444,325
8397,232588,22,61,68,350000,508000,1532,333
8398,232589,25,67,69,950000,1300000,1721,370
8399,232593,26,71,73,2900000,4400000,1596,355
8400,232595,26,66,68,700000,928000,1775,389
8401,232597,31,67,67,675000,844000,1756,373
8402,232603,25,66,71,775000,100000,1387,309
8403,232604,33,63,63,170000,213000,1321,276
8404,232607,27,71,73,2500000,5700000,1605,343
8405,232608,30,69,69,100000,1300000,1626,364
8406,232609,26,67,70,975000,1300000,1798,392
8407,232611,24,68,73,1100000,1500000,1686,373
8408,232619,35,67,67,350000,438000,1753,364
8409,232623,23,69,74,1400000,1900000,1856,403
8410,232626,30,69,69,825000,100000,1635,358
8411,232627,26,68,70,1100000,1500000,1634,342
8412,232636,22,65,71,650000,975000,1539,333
8413,232643,24,68,72,100000,1600000,1654,366
8414,232646,23,73,82,5500000,9400000,1842,397
8415,232648,23,61,69,325000,634000,1496,327
8416,232654,23,68,77,1100000,200000,944,360
8417,232655,26,71,73,2500000,3900000,1882,413
8418,232656,22,80,85,17500000,31100000,2064,460
8419,232657,32,66,66,525000,788000,1443,304
8420,232658,22,68,75,1100000,1900000,1588,349
8421,232665,24,80,85,1800000,39200000,1928,407
8422,232670,32,73,73,3200000,4500000,1694,369
8423,232671,23,63,70,525000,919000,1636,356
8424,232699,25,69,72,1300000,200000,1591,345
8425,232704,22,63,71,500000,725000,1442,329
8426,232708,21,71,81,3500000,600000,1829,384
8427,232709,24,74,80,7500000,12800000,1916,419
8428,232711,23,68,74,1200000,1800000,1873,406
8429,232712,23,63,72,550000,853000,1741,377
8430,232714,35,64,64,210000,263000,1486,303
8431,232718,35,63,63,150000,188000,1679,347
8432,232728,30,69,69,825000,100000,1836,385
8433,232729,29,70,70,1800000,2700000,1670,367
8434,232730,23,76,80,1000000,17800000,1878,397
8435,232755,22,72,83,4800000,10100000,1792,388
8436,232756,22,76,85,1100000,23100000,1736,391
8437,232757,22,57,68,170000,357000,1514,317
8438,232758,21,59,68,220000,429000,1437,307
8439,232759,21,68,79,1400000,2900000,1693,365
8440,232760,25,65,67,600000,1200000,1454,316
8441,232770,23,68,74,1200000,200000,1827,385
8442,232775,28,71,71,2400000,300000,1910,406
8443,232787,25,68,69,1100000,1500000,1841,390
8444,232789,27,72,72,3300000,4300000,1862,386
8445,232790,34,65,65,240000,312000,991,341
8446,232803,25,67,69,925000,1200000,1651,344
8447,232805,25,74,77,600000,11900000,1869,396
8448,232811,28,67,67,750000,975000,1818,386
8449,232821,25,55,58,100000,133000,1608,359
8450,232823,24,69,72,1300000,1700000,1874,409
8451,232826,24,67,75,100000,1700000,1739,375
8452,232832,24,68,75,1100000,1900000,1861,398
8453,232838,22,58,65,180000,369000,1538,336
8454,232839,22,65,76,850000,1400000,1726,374
8455,232847,31,66,66,425000,531000,1125,371
8456,232849,23,69,75,1300000,1900000,1778,392
8457,232857,25,55,58,90000,119000,1622,351
8458,232859,25,71,72,2800000,3900000,1928,415
8459,232860,29,70,70,1700000,2100000,1888,401
8460,232862,25,77,78,10500000,21800000,1912,398
8461,232869,27,73,75,4200000,5600000,1691,376
8462,232870,25,67,72,900000,1400000,1433,309
8463,232872,23,67,72,925000,1300000,1458,326
8464,232873,22,65,72,675000,979000,1483,342
8465,232875,32,69,69,825000,1100000,1833,388
8466,232879,32,71,71,1500000,1900000,1878,392
8467,232882,24,71,75,2800000,3700000,1803,395
8468,232883,28,69,69,100000,1600000,1921,399
8469,232884,28,70,70,1800000,2300000,1817,380
8470,232886,25,75,78,8500000,17600000,1854,387
8471,232898,23,71,76,3200000,4200000,1820,385
8472,232900,27,71,72,2800000,4300000,1689,370
8473,232901,22,65,72,700000,1300000,1695,362
8474,232905,27,75,75,700000,10500000,1949,428
8475,232907,35,63,63,120000,150000,1410,293
8476,232909,30,65,65,425000,531000,1622,339
8477,232916,27,66,66,675000,878000,1777,373
8478,232919,33,70,70,875000,1100000,1773,383
8479,232926,33,66,66,400000,500000,1633,333
8480,232928,26,66,70,750000,994000,1729,383
8481,232938,21,72,83,4900000,9800000,1724,379
8482,232939,22,60,67,300000,450000,1608,333
8483,232944,22,63,70,450000,675000,1496,336
8484,232951,25,63,66,475000,629000,1723,357
8485,232952,25,65,70,650000,861000,1657,359
8486,232963,26,62,65,375000,497000,1673,370
8487,232985,22,70,77,2500000,3800000,1863,404
8488,232991,28,69,69,925000,1200000,1850,401
8489,232999,21,76,85,1100000,20900000,1911,411
8490,233012,25,63,68,450000,596000,1576,332
8491,233017,22,64,73,675000,979000,1620,337
8492,233018,23,64,73,700000,100000,1621,353
8493,233029,29,69,69,100000,1500000,1955,417
8494,233040,24,66,72,775000,1100000,1747,383
8495,233045,21,62,72,500000,825000,1480,324
8496,233046,21,61,70,350000,683000,1593,353
8497,233047,20,64,75,700000,1400000,1564,345
